AdjChg,2025-07-21T00:18:41.955Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exchange,Full
AdjChg,2025-07-21T00:18:51.696Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:18:52.314Z,192.168.100.1,IPv4,0.0.0.0
AdjChg,2025-07-21T00:19:01.095Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Full,Down
AdjChg,2025-07-21T00:19:09.618Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:19:10.614Z,192.168.100.1,IPv4,0.0.0.0
AdjChg,2025-07-21T00:19:16.379Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Down,Init
AdjChg,2025-07-21T00:19:22.146Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:19:29.593Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exchange,Full
AdjChg,2025-07-21T00:19:33.635Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Exchange,Full
AdjChg,2025-07-21T00:19:37.867Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exchange,Full
AdjChg,2025-07-21T00:19:45.832Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:19:46.211Z,192.168.100.2,IPv4,0.0.0.0
AdjChg,2025-07-21T00:19:54.933Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Full,Down
AdjChg,2025-07-21T00:19:58.919Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:19:59.312Z,192.168.100.2,IPv4,0.0.0.0
AdjChg,2025-07-21T00:20:02.025Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Down,Init
AdjChg,2025-07-21T00:20:04.482Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Down,Init
AdjChg,2025-07-21T00:20:09.049Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exchange,Full
AdjChg,2025-07-21T00:20:10.036Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Exchange,Full
AdjChg,2025-07-21T00:20:10.554Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Down,Init
AdjChg,2025-07-21T00:20:10.807Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Down,Init
AdjChg,2025-07-21T00:20:11.623Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Init,Two-way
AdjChg,2025-07-21T00:20:12.199Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Init,Two-way
AdjChg,2025-07-21T00:20:21.630Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exchange,Full
AdjChg,2025-07-21T00:20:22.108Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:20:22.334Z,192.168.100.1,IPv4,0.0.0.0
AdjChg,2025-07-21T00:20:29.647Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Full,Down
AdjChg,2025-07-21T00:20:31.807Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:20:32.099Z,192.168.100.1,IPv4,0.0.0.0
AdjChg,2025-07-21T00:20:41.119Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Down,Init
AdjChg,2025-07-21T00:20:49.059Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:20:56.510Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exchange,Full
AdjChg,2025-07-21T00:21:04.147Z,192.168.100.1,IPv4,0.0.0.0,2.2.2.2,Exchange,Full
AdjChg,2025-07-21T00:21:10.739Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exchange,Full
AdjChg,2025-07-21T00:21:18.302Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:21:18.892Z,192.168.100.2,IPv4,0.0.0.0
AdjChg,2025-07-21T00:21:26.813Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Full,Down
AdjChg,2025-07-21T00:21:32.248Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:21:33.102Z,192.168.100.2,IPv4,0.0.0.0
AdjChg,2025-07-21T00:21:41.490Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Down,Init
AdjChg,2025-07-21T00:21:45.569Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Down,Init
AdjChg,2025-07-21T00:21:52.820Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exchange,Full
AdjChg,2025-07-21T00:21:59.519Z,192.168.100.2,IPv4,0.0.0.0,1.1.1.1,Exchange,Full
AdjChg,2025-07-21T00:21:59.995Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Down,Init
AdjChg,2025-07-21T00:22:00.612Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Down,Init
AdjChg,2025-07-21T00:22:01.519Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Init,Two-way
AdjChg,2025-07-21T00:22:02.385Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Init,Two-way
IF_INTERFACE_DOWN,2025-07-21T00:22:02.437Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
IF_ELIG_BCAST_UP,2025-07-21T00:22:03.343Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:09.914Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:22:10.387Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:16.167Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:22:16.305Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:19.571Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:22:24.176Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Exchange,Full
AdjChg,2025-07-21T00:22:33.959Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:22:34.217Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:34.604Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:22:35.580Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:39.986Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:22:41.158Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Exchange,Full
AdjChg,2025-07-21T00:22:44.485Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:22:45.325Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
AdjChg,2025-07-21T00:22:55.261Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:22:55.409Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
AdjChg,2025-07-21T00:23:01.368Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Down,Init
AdjChg,2025-07-21T00:23:09.099Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Exchange,Full
AdjChg,2025-07-21T00:23:16.841Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:23:17.007Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
AdjChg,2025-07-21T00:23:18.134Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Full,Down
IF_ELIG_BCAST_UP,2025-07-21T00:23:18.922Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
AdjChg,2025-07-21T00:23:19.557Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Down,Init
AdjChg,2025-07-21T00:23:26.501Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1,1.1.1.1,Exchange,Full
IF_INTERFACE_DOWN,2025-07-21T00:23:27.083Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
IF_ELIG_BCAST_UP,2025-07-21T00:23:27.561Z,FE80::800:901:419:BDB1,IPv6,0.0.0.1
AdjChg,2025-07-21T00:23:28.361Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:23:28.898Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:23:28.963Z,FE80::800:901:46E:1A46,IPv6,0.0.0.1,2.2.2.2,Down,Init
AdjChg,2025-07-21T00:23:29.518Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Two-way,Exstart
AdjChg,2025-07-21T00:23:30.053Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Two-way,Exstart
AdjChg,2025-07-21T00:23:30.291Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exstart,Exchange
AdjChg,2025-07-21T00:23:30.704Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exstart,Exchange
AdjChg,2025-07-21T00:23:31.133Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Exchange,Loading
AdjChg,2025-07-21T00:23:31.458Z,192.168.100.2,IPv4,0.0.0.0,192.168.100.1,Exchange,Full
AdjChg,2025-07-21T00:23:31.554Z,192.168.100.1,IPv4,0.0.0.0,192.168.100.2,Loading,Full
